Timestamp;YEAR;FRUITS_VEGGIES;DAILY_STRESS;PLACES_VISITED;CORE_CIRCLE;SUPPORTING_OTHERS;SOCIAL_NETWORK;ACHIEVEMENT;DONATION;BMI_RANGE;TODO_COMPLETED;FLOW;DAILY_STEPS;LIVE_VISION;SLEEP_HOURS;LOST_VACATION;DAILY_SHOUTING;SUFFICIENT_INCOME;PERSONAL_AWARDS;TIME_FOR_PASSION;WEEKLY_MEDITATION;AGE;GENDER;WORK_LIFE_BALANCE_SCORE
17/5/2017;2017;1;0;9;4;4;9;9;0;2;8;3;10;5;8;9;2;1;6;2;9;21 to 35;Male;661.7
17/5/2017;2017;1;0;0;3;3;3;8;0;2;3;2;10;4;9;10;4;1;5;1;0;21 to 35;Male;597.3
17/5/2017;2017;3;3;5;5;3;6;2;0;1;5;0;2;0;7;0;3;2;0;0;1;Less than 20;Female;619.1
17/5/2017;2017;3;3;7;7;8;10;6;3;1;5;2;10;3;7;10;2;1;6;6;8;36 to 50;Female;681.9
17/5/2017;2017;4;2;10;10;6;3;5;5;1;8;5;9;10;7;0;2;2;10;10;10;51 or more;Male;759.9
18/5/2017;2017;3;2;1;7;6;5;4;1;1;2;2;8;1;8;8;3;2;4;2;6;21 to 35;Male;647.7
18/5/2017;2017;5;3;9;7;3;5;2;5;1;3;4;10;4;6;10;3;2;7;4;5;21 to 35;Female;683.4
18/5/2017;2017;2;3;10;5;0;5;0;0;1;5;0;5;0;6;0;1;2;3;1;4;21 to 35;Female;633.1
18/5/2017;2017;3;2;7;3;2;8;3;2;1;6;3;6;2;6;5;5;2;2;4;1;36 to 50;Female;646.9
18/5/2017;2017;5;2;4;8;10;1;2;5;1;9;3;7;1;9;0;1;2;2;3;10;36 to 50;Female;707.2
18/5/2017;2017;3;2;3;10;5;10;5;3;1;9;1;10;3;8;0;2;1;10;1;6;21 to 35;Female;695.7
18/5/2017;2017;5;4;3;3;10;3;2;1;2;6;3;5;2;7;8;0;2;5;2;7;36 to 50;Female;638.4
19/5/2017;2017;3;3;4;5;2;5;0;2;1;7;2;6;2;8;6;3;1;5;1;4;36 to 50;Female;625.2
19/5/2017;2017;2;1;2;2;3;5;1;0;1;7;0;4;2;6;10;2;2;3;1;10;21 to 35;Male;624.4
20/5/2017;2017;1;5;2;6;3;4;5;2;1;8;2;4;4;7;3;1;2;5;0;0;21 to 35;Female;634.8
20/5/2017;2017;2;4;0;7;3;1;2;2;1;2;1;1;3;7;10;7;2;2;0;3;21 to 35;Male;588.3
20/5/2017;2017;3;5;1;2;1;3;0;1;1;3;1;1;0;5;10;6;2;5;0;1;36 to 50;Female;570.9
20/5/2017;2017;2;4;1;10;9;4;2;0;2;2;1;8;0;5;0;7;1;2;0;0;21 to 35;Female;585.9
20/5/2017;2017;2;1;7;4;8;10;5;1;2;7;6;5;8;9;0;10;2;3;0;10;36 to 50;Male;676.2
20/5/2017;2017;2;5;10;2;2;10;2;5;2;5;1;4;1;6;10;5;2;3;1;10;51 or more;Female;624.4
21/5/2017;2017;5;5;3;5;7;10;3;1;2;8;2;4;0;5;0;3;2;0;1;1;36 to 50;Female;627.6
21/5/2017;2017;4;4;6;5;6;6;3;5;2;7;0;3;6;8;0;4;1;8;8;10;21 to 35;Female;668.8
21/5/2017;2017;2;1;6;10;2;1;1;0;1;7;8;4;2;7;4;0;2;2;4;10;21 to 35;Male;668.8
22/5/2017;2017;2;4;5;2;1;1;3;1;1;2;2;7;3;7;7;2;2;5;2;5;36 to 50;Female;621.8
22/5/2017;2017;1;3;2;1;3;5;0;5;2;3;0;2;0;5;3;7;2;6;0;2;51 or more;Male;588.1
22/5/2017;2017;5;4;10;10;2;7;6;3;2;5;4;8;3;7;2;0;2;10;6;3;36 to 50;Female;695.1
22/5/2017;2017;0;5;1;5;9;0;5;3;2;1;0;1;3;8;4;3;1;9;0;2;51 or more;Female;585.1
22/5/2017;2017;2;2;5;4;5;5;4;5;2;4;2;2;1;8;1;3;2;4;3;7;21 to 35;Male;648.2
22/5/2017;2017;3;2;5;6;4;10;9;0;2;5;9;7;4;8;0;1;2;6;4;8;36 to 50;Male;693.4
22/5/2017;2017;1;3;10;8;5;7;1;1;1;6;2;7;2;7;6;3;2;5;0;10;21 to 35;Female;664.3
22/5/2017;2017;3;3;10;6;5;10;5;1;1;8;5;7;10;8;3;1;2;10;4;6;21 to 35;Male;720.6
23/5/2017;2017;2;1;10;10;8;7;8;5;1;3;2;6;10;6;7;0;2;10;6;10;Less than 20;Female;735.3
23/5/2017;2017;4;3;10;10;8;8;9;3;1;9;9;9;6;9;5;3;2;9;8;10;21 to 35;Male;758.6
23/5/2017;2017;4;1;8;10;10;10;5;5;1;7;4;5;5;8;0;0;2;1;4;7;21 to 35;Male;733.8
23/5/2017;2017;5;4;5;6;3;5;0;2;1;4;3;6;10;6;7;7;2;4;2;5;36 to 50;Female;650.3
23/5/2017;2017;3;2;3;8;4;7;3;5;1;5;0;7;2;7;3;3;2;7;2;6;36 to 50;Female;677.9
23/5/2017;2017;1;1;6;8;2;10;2;5;2;4;2;3;3;7;2;4;2;6;1;10;51 or more;Female;661.8
24/5/2017;2017;5;2;5;4;5;10;2;3;2;3;6;5;0;8;0;4;2;7;1;10;36 to 50;Female;672.6
24/5/2017;2017;3;3;10;4;3;7;5;1;1;6;6;6;5;7;10;3;2;4;7;7;21 to 35;Male;676
24/5/2017;2017;3;1;8;10;7;10;3;5;1;9;1;10;1;7;8;1;2;2;0;3;21 to 35;Male;693.8
24/5/2017;2017;2;1;10;10;3;6;5;3;1;7;2;8;5;7;0;0;2;5;1;5;21 to 35;Male;703.6
24/5/2017;2017;4;2;2;4;10;5;0;3;2;5;5;7;0;10;10;0;2;5;5;10;36 to 50;Male;663.2
24/5/2017;2017;5;4;10;8;10;4;5;5;1;7;0;4;0;6;0;0;2;10;0;2;21 to 35;Female;695.8
24/5/2017;2017;5;2;0;3;4;4;2;3;1;4;4;10;2;6;0;0;2;4;3;4;Less than 20;Female;669.8
25/5/2017;2017;3;5;3;3;0;4;0;1;1;10;1;6;0;9;0;2;2;0;0;10;51 or more;Female;635.6
25/5/2017;2017;3;4;3;4;5;10;2;0;2;5;2;3;0;8;0;10;2;4;1;0;21 to 35;Male;605.9
25/5/2017;2017;3;1;8;8;8;8;6;2;2;8;4;7;5;5;0;1;2;10;2;3;21 to 35;Male;697.9
25/5/2017;2017;1;3;4;10;4;2;7;5;1;7;3;2;1;9;10;3;2;10;1;10;21 to 35;Male;670.5
25/5/2017;2017;3;3;5;7;3;5;5;1;1;4;1;10;4;6;3;1;1;3;2;10;21 to 35;Male;654.5
25/5/2017;2017;5;2;10;8;10;10;8;2;1;5;3;8;5;7;5;0;2;5;5;8;21 to 35;Male;729.1
25/5/2017;2017;3;3;4;7;3;8;4;1;1;8;2;2;0;7;0;4;2;4;2;7;Less than 20;Female;658.2
25/5/2017;2017;3;0;7;7;6;4;2;3;1;10;5;4;10;9;0;0;2;5;6;10;21 to 35;Male;728.7
26/5/2017;2017;4;4;6;10;4;7;3;1;2;1;2;9;0;7;4;7;1;8;1;6;21 to 35;Female;623.9
26/5/2017;2017;3;4;10;5;6;10;5;3;1;9;2;8;10;7;5;7;2;8;2;5;21 to 35;Female;698.5
27/5/2017;2017;3;4;5;5;9;7;7;3;2;8;10;10;5;8;10;1;2;5;7;9;51 or more;Male;697.4
27/5/2017;2017;3;3;10;4;5;6;3;2;1;8;3;6;1;5;1;4;1;2;2;7;Less than 20;Female;650.1
27/5/2017;2017;5;3;10;6;10;5;5;5;1;8;1;10;1;8;0;5;2;10;3;10;51 or more;Female;728
27/5/2017;2017;2;2;2;5;4;3;3;4;1;7;2;10;2;7;0;0;2;3;6;10;Less than 20;Male;687
27/5/2017;2017;1;3;6;7;2;5;1;2;2;5;2;6;2;7;1;2;2;7;2;1;36 to 50;Male;631.8
28/5/2017;2017;3;3;0;4;5;7;0;1;2;3;6;2;0;6;10;4;1;0;0;3;36 to 50;Female;569.6
28/5/2017;2017;1;2;1;1;1;10;1;1;2;1;1;2;0;6;0;4;1;2;0;7;36 to 50;Female;578.1
28/5/2017;2017;2;5;2;3;0;10;0;0;2;7;3;7;2;6;0;3;1;4;0;4;21 to 35;Female;596.1
28/5/2017;2017;2;3;3;3;3;6;1;1;2;5;2;4;0;8;3;8;1;2;2;7;36 to 50;Male;589.1
28/5/2017;2017;2;3;2;3;3;6;2;1;2;5;2;5;0;8;3;9;1;2;2;9;36 to 50;Male;592.7
28/5/2017;2017;1;3;4;8;5;10;4;5;1;7;2;4;5;7;5;0;2;4;2;10;51 or more;Male;687.5
28/5/2017;2017;5;5;6;10;10;10;6;1;1;4;1;10;4;6;5;5;2;10;1;5;36 to 50;Male;691.9
29/5/2017;2017;3;1;5;8;6;5;5;3;1;6;6;8;5;8;0;1;2;7;6;6;36 to 50;Female;717.4
29/5/2017;2017;1;2;1;4;8;4;7;2;2;6;6;7;2;7;10;5;2;8;7;10;21 to 35;Male;655.8
29/5/2017;2017;3;3;3;10;6;6;3;2;1;7;2;4;5;7;5;2;2;6;1;5;21 to 35;Female;668.8
29/5/2017;2017;3;0;6;5;5;3;5;3;1;7;4;5;2;7;4;4;2;4;10;10;21 to 35;Female;694.5
29/5/2017;2017;4;5;8;5;5;4;1;1;1;2;4;1;0;8;1;8;1;6;1;2;21 to 35;Female;610.6
29/5/2017;2017;0;0;10;6;4;2;1;1;1;1;1;5;1;9;1;0;2;1;1;10;21 to 35;Male;654.1
29/5/2017;2017;5;5;10;10;10;4;7;5;2;5;6;10;5;8;0;0;2;8;8;10;51 or more;Male;736.5
29/5/2017;2017;5;5;10;10;10;4;8;5;2;5;6;10;5;8;0;0;2;10;8;10;51 or more;Male;741.6
30/5/2017;2017;1;4;10;7;9;9;5;5;1;7;2;6;10;9;0;4;2;9;2;10;51 or more;Female;725.7
30/5/2017;2017;1;3;3;7;6;6;10;0;1;5;4;6;4;8;0;2;2;10;4;7;21 to 35;Male;689.8
31/5/2017;2017;4;3;8;4;7;1;8;5;1;7;2;3;8;7;0;3;2;7;2;2;36 to 50;Female;690.7
31/5/2017;2017;1;2;7;4;7;3;6;1;1;6;0;2;2;7;3;2;1;6;2;7;21 to 35;Female;637.8
31/5/2017;2017;2;3;8;8;7;5;5;4;1;3;2;4;1;8;8;2;2;7;2;6;Less than 20;Female;669
31/5/2017;2017;3;3;6;10;3;5;3;5;2;7;3;2;1;6;0;10;1;7;2;8;21 to 35;Female;635.9
31/5/2017;2017;4;1;2;10;5;2;5;1;1;8;2;10;2;6;0;0;2;2;4;7;51 or more;Female;688.5
13/6/2017;2017;3;3;4;4;5;5;4;2;1;6;4;8;6;5;5;1;2;10;4;4;36 to 50;Male;677.7
13/6/2017;2017;5;2;1;7;5;10;0;5;1;7;2;5;0;8;0;2;2;0;1;6;36 to 50;Female;676
13/6/2017;2017;4;4;6;4;5;10;6;2;1;3;3;5;10;6;3;1;1;4;1;3;Less than 20;Female;658.6
13/6/2017;2017;3;0;3;4;4;2;1;5;1;8;2;3;4;9;0;1;2;6;2;10;51 or more;Female;687.7
13/6/2017;2017;4;1;10;5;10;10;5;5;2;7;7;10;1;6;3;4;2;2;5;10;51 or more;Female;712.3
14/6/2017;2017;1;3;6;7;1;4;5;3;2;8;5;1;1;2;10;9;2;5;2;2;51 or more;Female;599.2
14/6/2017;2017;4;1;10;10;10;10;10;5;1;5;4;8;1;7;0;10;1;5;4;10;36 to 50;Male;717.2
14/6/2017;2017;5;3;1;4;0;10;0;0;1;6;0;1;1;6;0;2;1;0;0;5;36 to 50;Female;606.8
14/6/2017;2017;5;2;10;5;8;8;3;2;2;5;6;3;1;7;8;1;2;6;4;2;36 to 50;Male;663.5
14/6/2017;2017;5;2;10;4;8;8;5;2;2;5;4;3;1;7;8;2;2;6;4;4;36 to 50;Male;663.5
14/6/2017;2017;5;3;9;4;6;8;6;2;2;5;4;3;1;7;8;2;2;6;4;4;36 to 50;Male;656.7
14/6/2017;2017;3;2;10;6;10;6;7;5;2;10;4;10;10;7;0;1;2;10;4;10;51 or more;Female;743.1
14/6/2017;2017;2;5;5;10;10;10;5;5;2;5;0;6;1;8;0;5;1;10;0;2;36 to 50;Female;650.7
15/6/2017;2017;1;2;4;6;6;5;8;2;2;8;7;4;6;6;5;5;2;7;4;7;21 to 35;Female;665.2
15/6/2017;2017;3;0;3;6;8;8;3;5;2;9;3;6;10;8;0;0;1;10;5;5;51 or more;Male;700
15/6/2017;2017;5;0;3;10;2;3;2;0;1;8;4;6;5;8;0;0;2;2;10;10;21 to 35;Male;705.1
15/6/2017;2017;4;4;3;6;4;10;2;4;1;3;2;5;1;9;10;10;1;6;3;10;Less than 20;Female;635.4
15/6/2017;2017;2;1;7;8;3;10;5;3;1;3;5;2;0;6;0;1;2;10;3;10;51 or more;Male;697.1
15/6/2017;2017;2;2;10;10;10;10;10;5;1;3;5;7;4;7;0;2;2;2;4;6;Less than 20;Female;727.2
15/6/2017;2017;3;4;10;2;10;10;6;2;2;4;4;5;3;7;7;0;2;3;10;3;36 to 50;Female;669
15/6/2017;2017;5;3;2;4;2;5;6;2;2;2;4;4;2;7;2;1;1;6;2;7;36 to 50;Male;628
15/6/2017;2017;3;2;7;5;9;10;5;5;2;5;2;8;3;6;2;0;2;10;2;7;51 or more;Female;698.3
16/6/2017;2017;2;1;3;5;4;3;0;5;2;6;1;9;2;7;5;1;2;1;1;2;36 to 50;Male;632.4
16/6/2017;2017;5;2;1;7;5;10;0;5;1;7;2;5;0;8;0;2;2;0;1;6;36 to 50;Female;676
16/6/2017;2017;3;1;7;7;6;4;3;5;1;7;1;7;4;8;0;1;2;3;0;10;Less than 20;Male;700.2
16/6/2017;2017;4;4;7;5;10;6;8;5;2;8;8;8;3;8;8;5;2;8;6;8;51 or more;Female;700.4
16/6/2017;2017;5;5;10;7;5;3;0;2;1;10;2;8;1;8;0;0;2;10;4;10;51 or more;Female;703.8
17/6/2017;2017;1;5;3;2;7;1;2;0;1;1;2;1;1;6;10;10;1;7;2;2;36 to 50;Male;560.9
18/6/2017;2017;3;1;5;2;2;10;0;1;1;2;0;3;5;8;0;5;2;5;0;5;21 to 35;Female;645
18/6/2017;2017;4;2;4;5;6;4;2;5;2;2;3;5;0;8;10;0;1;5;1;10;21 to 35;Female;630.1
18/6/2017;2017;4;2;4;5;6;4;2;5;2;2;3;5;0;8;10;0;1;5;1;10;21 to 35;Female;630.1
18/6/2017;2017;2;3;4;6;5;6;4;3;2;7;1;7;2;7;2;3;2;7;3;2;21 to 35;Male;649
18/6/2017;2017;5;2;10;9;10;10;7;5;2;2;8;10;3;7;0;2;2;10;8;10;51 or more;Male;748.2
19/6/2017;2017;1;5;7;3;3;3;1;3;2;5;1;4;2;8;2;4;2;2;0;5;21 to 35;Female;607.8
19/6/2017;2017;1;3;2;3;10;2;0;2;1;0;1;4;5;6;10;0;1;1;2;8;21 to 35;Male;604
19/6/2017;2017;1;0;2;7;5;6;3;0;1;6;10;2;10;6;10;1;2;5;3;10;21 to 35;Male;675
19/6/2017;2017;4;1;2;5;10;10;2;1;1;10;3;9;8;6;0;0;2;10;10;10;21 to 35;Male;739.3
19/6/2017;2017;2;5;1;3;2;2;2;2;1;5;3;4;10;8;0;1;1;2;3;4;36 to 50;Male;624.8
19/6/2017;2017;2;1;10;10;10;1;4;5;1;9;10;5;5;8;0;2;2;10;4;6;51 or more;Female;737.2
20/6/2017;2017;2;4;4;4;9;4;4;5;2;4;1;4;0;8;0;3;2;2;2;5;51 or more;Female;638.4
20/6/2017;2017;4;3;10;4;7;7;4;2;2;7;5;2;0;7;0;3;2;10;1;10;21 to 35;Female;676.9
20/6/2017;2017;4;1;3;6;10;3;3;5;2;10;1;10;10;8;0;1;2;8;2;6;51 or more;Male;709.3
20/6/2017;2017;2;3;5;10;10;10;4;3;2;6;3;3;10;8;0;6;2;10;3;2;36 to 50;Female;685.8
20/6/2017;2017;3;3;5;6;8;2;4;1;1;8;2;10;0;8;10;0;2;2;1;2;21 to 35;Female;649.8
20/6/2017;2017;4;1;5;4;1;8;3;1;1;5;2;8;5;8;0;1;2;10;2;7;36 to 50;Female;691.9
21/6/2017;2017;3;2;3;6;10;10;5;5;1;8;5;10;10;6;10;3;2;6;7;10;21 to 35;Male;725.9
21/6/2017;2017;5;3;2;2;10;10;3;2;1;6;2;4;10;7;0;1;2;5;8;10;36 to 50;Female;709.6
22/6/2017;2017;1;5;3;7;8;10;3;1;2;3;2;3;1;9;3;5;1;8;1;7;21 to 35;Female;616.3
22/6/2017;2017;5;3;3;5;6;7;1;2;1;7;1;8;10;6;0;7;1;10;1;8;51 or more;Male;672.8
22/6/2017;2017;0;2;5;10;0;7;3;0;2;2;1;2;0;2;0;10;2;8;0;4;36 to 50;Male;596
22/6/2017;2017;5;0;10;9;10;10;10;5;1;10;5;10;10;7;0;0;2;10;10;10;21 to 35;Male;804.3
22/6/2017;2017;5;2;1;6;5;10;3;2;1;7;1;8;1;7;0;3;2;3;1;5;36 to 50;Male;674.7
22/6/2017;2017;4;0;8;2;3;2;3;1;1;5;2;2;0;9;0;1;1;3;10;10;Less than 20;Male;662
23/6/2017;2017;4;1;2;3;3;9;4;5;1;8;0;5;1;8;0;5;2;9;1;8;36 to 50;Male;686.2
23/6/2017;2017;4;2;10;4;10;3;2;4;1;7;1;8;5;7;0;2;2;4;6;5;21 to 35;Female;703.6
23/6/2017;2017;1;5;8;10;4;5;3;1;2;5;1;2;0;6;0;10;2;4;0;10;36 to 50;Male;617.2
23/6/2017;2017;2;2;5;6;10;5;3;5;1;6;3;2;2;6;0;7;2;10;10;7;36 to 50;Female;695.4
23/6/2017;2017;5;1;10;9;10;5;6;4;2;8;4;10;4;8;0;3;2;8;5;10;51 or more;Female;734.8
23/6/2017;2017;3;1;5;8;5;8;8;4;1;9;6;10;5;7;0;1;2;10;4;9;36 to 50;Male;743.1
23/6/2017;2017;5;5;10;6;6;8;6;5;1;7;2;8;2;7;0;4;2;6;3;6;21 to 35;Female;705.3
23/6/2017;2017;2;2;10;5;10;10;10;5;1;10;7;6;10;6;10;2;2;10;10;10;51 or more;Female;754
23/6/2017;2017;5;4;3;4;2;6;4;3;2;8;3;6;4;7;8;0;2;5;2;5;51 or more;Female;647.1
23/6/2017;2017;1;2;6;3;5;10;4;5;1;10;0;10;3;6;2;2;2;8;1;3;51 or more;Female;688.5
23/6/2017;2017;1;3;2;3;2;3;3;1;2;1;2;1;1;7;7;0;2;4;1;4;51 or more;Female;588.3
23/6/2017;2017;2;2;3;6;3;5;0;5;1;6;1;5;4;7;2;2;2;2;1;5;Less than 20;Female;655.4
23/6/2017;2017;4;2;10;8;10;10;4;5;2;10;6;6;10;8;0;0;2;5;5;10;51 or more;Female;744.2
23/6/2017;2017;1;3;2;3;10;2;0;2;1;0;1;4;5;6;10;0;1;1;2;8;21 to 35;Male;604
24/6/2017;2017;3;2;4;4;4;8;8;5;1;7;7;6;10;7;2;1;2;10;4;10;21 to 35;Female;730.4
24/6/2017;2017;1;3;2;3;10;2;0;2;1;0;1;4;5;6;10;0;1;1;2;8;21 to 35;Male;604
24/6/2017;2017;5;3;10;4;7;7;8;3;2;6;2;5;3;6;1;3;2;10;2;3;51 or more;Male;680.7
24/6/2017;2017;2;1;10;5;0;4;1;0;1;7;4;6;2;7;2;0;2;7;4;7;21 to 35;Male;672.6
24/6/2017;2017;3;2;10;1;10;6;1;5;1;2;0;10;0;7;0;2;1;0;1;10;21 to 35;Female;663.2
24/6/2017;2017;2;3;7;7;4;10;7;5;1;7;9;7;5;5;2;2;2;5;4;10;21 to 35;Male;718.3
24/6/2017;2017;2;3;6;6;10;3;1;5;1;3;1;8;0;8;0;5;2;10;2;5;36 to 50;Female;676.6
25/6/2017;2017;5;0;9;5;7;10;5;1;1;7;7;7;7;8;0;1;2;5;9;10;36 to 50;Male;746.1
25/6/2017;2017;2;3;3;5;3;3;1;1;1;2;1;5;0;6;0;2;1;1;1;2;Less than 20;Female;599.1
25/6/2017;2017;1;2;10;8;4;5;3;1;1;6;0;1;10;8;0;5;1;3;1;7;21 to 35;Male;649.7
25/6/2017;2017;2;5;0;3;2;2;3;2;1;4;7;1;3;9;0;10;1;6;5;2;21 to 35;Male;605.7
25/6/2017;2017;3;5;8;9;4;3;4;5;2;4;3;4;3;6;7;3;2;8;2;10;51 or more;Male;655
25/6/2017;2017;1;4;10;5;2;10;3;0;1;1;1;3;2;6;0;6;2;5;3;2;21 to 35;Male;632.7
26/6/2017;2017;1;3;2;3;10;2;0;2;1;0;1;4;5;6;10;0;1;1;2;8;21 to 35;Male;604
26/6/2017;2017;2;4;10;1;6;4;3;3;1;8;4;8;10;6;10;1;1;1;5;5;Less than 20;Female;652.4
26/6/2017;2017;5;3;4;10;10;10;7;5;1;8;3;10;5;6;10;0;2;5;2;7;51 or more;Female;719.1
26/6/2017;2017;3;3;10;5;10;2;6;1;1;10;10;2;10;8;0;10;2;10;10;10;21 to 35;Female;724.7
26/6/2017;2017;1;3;0;3;6;3;4;2;2;7;1;1;1;6;10;4;2;5;3;2;21 to 35;Male;593.2
26/6/2017;2017;1;4;0;1;6;10;0;0;1;3;2;10;6;4;10;8;1;3;5;7;21 to 35;Male;603.1
26/6/2017;2017;2;3;3;5;5;3;3;3;1;6;1;1;3;9;2;3;2;5;1;9;21 to 35;Male;653.3
26/6/2017;2017;4;2;5;1;2;4;2;5;2;3;1;4;0;7;0;1;2;1;0;1;36 to 50;Male;621.2
26/6/2017;2017;2;3;10;6;5;10;6;5;1;7;1;6;6;8;2;2;2;5;1;5;Less than 20;Female;700
26/6/2017;2017;2;3;4;5;0;2;3;0;2;10;2;7;5;6;10;9;2;5;2;2;21 to 35;Female;601.2
26/6/2017;2017;3;4;4;4;1;2;5;2;1;6;2;8;0;8;1;1;2;7;1;7;Less than 20;Female;657.9
26/6/2017;2017;3;0;8;5;1;4;2;1;2;5;3;2;0;10;0;0;2;0;4;8;51 or more;Female;648.6
27/6/2017;2017;1;4;10;5;2;10;3;0;1;1;1;3;2;6;0;6;2;5;3;2;21 to 35;Male;632.7
27/6/2017;2017;5;1;9;8;10;10;4;5;2;8;7;5;10;8;0;1;2;10;8;10;51 or more;Male;757.6
27/6/2017;2017;5;1;10;2;3;1;5;0;1;2;2;10;5;8;0;0;2;1;10;10;21 to 35;Male;695.7
27/6/2017;2017;4;4;8;8;10;10;5;3;1;5;1;7;0;7;0;3;2;10;2;10;51 or more;Male;710.2
27/6/2017;2017;3;2;10;2;5;10;6;5;2;7;6;3;5;7;6;1;2;7;10;2;36 to 50;Male;690.7
27/6/2017;2017;1;5;0;1;10;2;4;5;2;10;1;2;2;5;0;4;2;10;1;10;51 or more;Male;640.8
28/6/2017;2017;3;4;5;2;6;5;2;3;1;4;2;5;2;7;0;3;2;9;3;10;51 or more;Female;670.7
28/6/2017;2017;1;4;10;7;6;8;5;3;2;8;5;5;0;6;0;8;1;3;1;3;21 to 35;Female;629.7
28/6/2017;2017;3;3;10;5;10;2;6;1;1;10;10;2;10;8;0;10;2;10;10;10;21 to 35;Female;724.7
28/6/2017;2017;4;2;4;4;4;2;2;0;2;5;4;1;1;9;10;4;2;5;3;3;21 to 35;Female;609.1
28/6/2017;2017;5;0;4;3;2;4;5;1;1;9;0;3;1;7;0;1;2;3;1;10;51 or more;Female;670.3
28/6/2017;2017;5;2;7;3;5;10;4;5;1;6;2;6;0;7;0;1;1;5;5;8;21 to 35;Female;687.9
28/6/2017;2017;4;2;10;6;10;10;10;5;1;8;2;6;5;6;0;2;2;10;5;8;36 to 50;Male;747.2
29/6/2017;2017;2;2;7;5;5;6;3;1;1;9;2;10;1;7;0;3;1;6;5;4;21 to 35;Female;664.9
29/6/2017;2017;2;3;10;8;8;4;2;2;1;5;1;1;5;7;0;2;1;10;6;3;36 to 50;Female;664.8
29/6/2017;2017;1;4;5;2;0;4;2;0;1;3;1;6;0;8;0;8;2;1;0;2;21 to 35;Male;598
29/6/2017;2017;1;4;5;2;0;4;2;0;1;3;1;6;0;8;0;8;2;1;0;2;21 to 35;Male;598
29/6/2017;2017;4;2;6;5;5;3;1;2;2;6;1;3;4;7;0;0;2;3;1;7;36 to 50;Male;648.2
30/6/2017;2017;3;3;10;6;10;10;2;2;1;7;1;2;0;7;1;7;2;6;2;6;36 to 50;Female;673.5
13/7/2017;2017;4;3;10;3;10;4;0;0;1;1;2;4;1;6;0;1;2;3;1;3;51 or more;Female;646.5
13/7/2017;2017;5;1;4;3;3;10;3;3;2;2;1;7;1;7;0;1;2;10;2;5;51 or more;Male;667.7
13/7/2017;2017;4;2;5;10;5;5;3;1;2;2;0;5;0;6;5;1;2;5;0;0;36 to 50;Female;624.6
13/7/2017;2017;5;1;10;10;7;10;3;5;1;9;3;5;10;8;0;3;2;6;5;8;51 or more;Female;749.1
13/7/2017;2017;3;1;10;10;3;3;4;5;2;5;1;10;6;7;0;1;2;4;10;10;51 or more;Male;710.8
13/7/2017;2017;3;2;10;2;5;7;6;5;1;8;3;7;3;7;0;1;2;8;2;3;21 to 35;Male;703.4
13/7/2017;2017;2;5;5;2;8;5;3;5;1;5;1;2;0;6;2;0;2;10;0;0;36 to 50;Male;646.1
14/7/2017;2017;1;3;3;6;2;6;1;5;2;8;10;8;10;7;10;10;2;3;5;4;36 to 50;Female;647.5
14/7/2017;2017;2;5;4;4;4;2;2;1;2;4;3;1;1;7;4;3;1;7;2;3;21 to 35;Female;584.9
14/7/2017;2017;3;4;10;10;10;10;5;5;1;7;0;10;3;7;5;10;2;3;1;3;36 to 50;Female;687
14/7/2017;2017;5;3;4;7;10;5;7;3;1;2;2;4;3;7;5;1;2;5;1;7;21 to 35;Male;679
14/7/2017;2017;4;3;3;5;8;10;6;5;2;7;2;3;0;7;5;1;2;4;1;5;36 to 50;Female;660.1
14/7/2017;2017;4;1;10;7;10;5;10;5;2;8;8;3;10;7;0;0;2;10;7;10;51 or more;Female;751.9
15/7/2017;2017;5;2;8;10;8;10;4;5;2;8;7;4;10;7;2;5;2;10;4;10;51 or more;Female;731.7
15/7/2017;2017;3;3;1;5;2;0;3;0;1;7;5;6;10;7;0;0;1;7;4;10;51 or more;Female;660.7
15/7/2017;2017;5;0;3;0;5;5;2;5;2;6;5;1;0;8;6;0;2;3;1;10;51 or more;Female;653.1
15/7/2017;2017;5;3;10;10;10;3;7;5;1;5;2;9;2;7;0;10;2;5;4;7;36 to 50;Female;708.9
15/7/2017;2017;2;3;7;4;2;6;5;1;2;3;7;3;1;8;7;2;1;2;4;6;21 to 35;Female;612.7
16/7/2017;2017;4;1;10;2;5;2;5;1;2;9;3;2;10;6;0;1;2;5;4;10;51 or more;Male;681.8
16/7/2017;2017;2;2;6;5;4;6;3;1;2;5;1;6;3;8;0;2;2;3;2;10;51 or more;Male;652.4
16/7/2017;2017;3;1;10;5;2;3;1;5;2;10;2;9;0;8;0;1;1;10;1;10;36 to 50;Female;673.4
16/7/2017;2017;2;1;7;6;4;5;6;2;2;8;2;4;10;6;1;4;2;2;3;6;51 or more;Male;665.2
16/7/2017;2017;1;2;4;8;6;6;6;1;2;7;3;5;10;7;1;4;2;4;4;4;51 or more;Male;663.9
16/7/2017;2017;1;3;1;0;1;10;0;2;2;0;1;6;0;7;10;1;2;2;1;5;51 or more;Male;585.9
16/7/2017;2017;1;2;2;3;1;4;4;0;2;2;0;3;2;4;6;8;1;5;1;2;36 to 50;Male;557.5
16/7/2017;2017;1;2;2;4;0;5;1;0;1;5;1;4;6;5;0;2;1;1;4;3;Less than 20;Male;608.9
16/7/2017;2017;4;1;4;5;3;2;3;2;1;7;5;1;10;7;5;2;2;1;5;10;51 or more;Female;675
